Title,Size(m2),#Room,Price(TL),Date,District, Neigborhood, Address,Page Number
ZİNCİRLİKUYU NİSPETİYEDE MÖBLELİ GÜVENLİKLİ 2+1 DAİRE,95,2+1,70000,09-07-2023,Levazım,Nisbetiye Mh.,Levazım Nisbetiye Mh.,39
ULUS MAH DÜZ GİRİŞ 1+1 TEMİZ BAKIMLI KİRALIK DAİRE,70,1+1,15000,07-07-2023,Levazım,Ulus Mah.,Levazım Ulus Mah.,39
BUĞRA'DAN DARPHANE'DE HARİKA İSTANBUL VE BOĞAZ MANZ. 2+1 DAİRE,90,2+1,17500,09-07-2023,Gayrettepe,Dikilitaş Mh.,Gayrettepe Dikilitaş Mh.,40
ORTAKÖY PALANGA CAD YAKIN 3+1 150M2 FUL BOĞAZ MANZARALI,160,3+1,35000,08-07-2023,Ortaköy,Mecidiye Mah.,Ortaköy Mecidiye Mah.,40
"Gayrettepe'de ferah, balkonlu ve otoparklı 4+1 kiralık daire",165,4+1,40000,07-07-2023,Gayrettepe,NA,Gayrettepe,40
"1.Levent Engin Sitesinde 3+1, Özel Dekorasyonlu Daire",170,3+1,50000,09-07-2023,Levazım,Nisbetiye Mh.,Levazım Nisbetiye Mh.,40
Tek Yetkili! Ulus Vadide Mobilyalı Mobilyasız Teraslı Şık Dublex,320,5+1,130000,07-07-2023,Levazım,Ulus Mah.,Levazım Ulus Mah.,40
_BEŞİKTAŞ GAZİ REFİKTE 70M2 FULL EŞYALI 50M2 BAHÇELİ TEMİZ DAİRE,70,1+1,17000,07-07-2023,Türkali,Türkali Mh.,Türkali Türkali Mh.,40
"EŞYALI..BARBAROS BULVARINA PARALEL İSKELEYE, SAHİLE, YAKIN 3+1",170,3+1,28000,07-07-2023,Abbasağa,Cihannüma Mh.,Abbasağa Cihannüma Mh.,40
ETİLER SARIKONAKLAR'DA KİRALIK 4+1 DAİRE ÇATI DUBLEKS 290m2,290,4+1,130000,07-07-2023,Etiler,NA,Etiler,40
REMAXTİME'DAN ULUS THY SİTESİ'NDE BAKIMLI BALKONLU 2+1 DAİRE,105,2+1,26000,08-07-2023,Ortaköy,Ortaköy Mh.,Ortaköy Ortaköy Mh.,40
,,,NA,2023-07-20,,NA,,40
REDSTONE İCG| Etiler'de 2+1 Eşyalı Daire Faturalar Dahil 1-12 Ay,85,2+1,29500,09-07-2023,Etiler,NA,Etiler,40
DEMİRTAŞ GAYRİMENKULDEN ULTRA LÜKS DAİRELER,70,1+1,26500,07-07-2023,Ortaköy,Ortaköy Mh.,Ortaköy Ortaköy Mh.,40
Etiler' de Kiralık 2+1 Daire,109,2+1,32000,09-07-2023,Levazım,Nisbetiye Mh.,Levazım Nisbetiye Mh.,40
levent kiralık/levent çarşı-pelit past. mevkii/merkezi metro7dk,115,3+1,25000,08-07-2023,Levazım,Nisbetiye Mh.,Levazım Nisbetiye Mh.,40
EMİRHAN CD. 2 DK MESAFEDE BAKIMLI 4+1,200,4+1,30000,07-07-2023,Gayrettepe,Dikilitaş Mh.,Gayrettepe Dikilitaş Mh.,40
Cengiz Emlak'tan Zorlu Center Yanı Levazım Sitesinde Mobilyalı,130,2+1,35000,08-07-2023,Levazım,Levazım Mh.,Levazım Levazım Mh.,40
"METE'den Ulus Ana Cadde Yakını Yeni Bina,132m2,­3+1,Eşyalı",132,3+1,60000,12-07-2023,Levazım,Ulus Mah.,Levazım Ulus Mah.,40
Bebeköy Backyard Karşısı Eşyalı Kiralık Daire 3+1 bebek etiler,160,3+1,200000,08-07-2023,Etiler,NA,Etiler,40
ETİLER ALKENT YAKINI 3+1 MOBİLYALI KİRALIK FERAH DAİRE,125,3+1,34000,07-07-2023,Etiler,NA,Etiler,40
Arnavutköy'de sahile yakın kısmı manzaralı möbleli daire....,130,3+1,65000,10-07-2023,Arnavutköy,Arnavutköy Mh.,Arnavutköy Arnavutköy Mh.,40
Akad Gazetecilerde Kiralık 3+1 Otoparklı Asansörlü,120,3+1,27500,07-07-2023,Akatlar,Akat Mah.,Akatlar Akat Mah.,40
REOR SAN BEŞİKTAŞ IHLAMUR CADDE ÜZERİ KARANLIK ODASI YOK,100,2+1,18000,07-07-2023,Türkali,Türkali Mh.,Türkali Türkali Mh.,41
NEST'TEN AKATLAR 3+1 130 m² ASANSÖRLÜ 4.KAT BAKIMLI,130,3+1,28000,09-07-2023,Akatlar,Akat Mah.,Akatlar Akat Mah.,41
ZORLU CENTER YAKININDA KİRALIK 3+1 FERAH MANZARALI GÜNCEL DAİRE,180,3+1,40000,07-07-2023,Levazım,Levazım Mh.,Levazım Levazım Mh.,41
VİŞNEZADE´DE KİRALIK EŞYALI STÜDYO DAİRE,35,Stüdyo (1+0),10000,07-07-2023,Türkali,Vişnezade Mh.,Türkali Vişnezade Mh.,41
YALÇIN'DAN G.TEPE MERKEZDE OTOPARKLI 2+1 KİRALIK KONUT,80,2+1,15000,08-07-2023,Gayrettepe,NA,Gayrettepe,41
1.LEVENT MERKEZDE OTOPARKLI BALKONLU MOBİLYALI 2.KAT DAİRE,125,3+1,45000,10-07-2023,Levazım,Nisbetiye Mh.,Levazım Nisbetiye Mh.,41
AKATLAR ÇEVRE SİTESİNDE 4+1 210M2 FERAH DAİRE,210,4+1,55000,07-07-2023,Akatlar,Akat Mah.,Akatlar Akat Mah.,41
Ihalmurdere Paraleli Ara Kat Full Eşyalı 3+1 Kiralık Yokuşsuz,140,3+1,20000,07-07-2023,Türkali,Türkali Mh.,Türkali Türkali Mh.,41
BEŞİKTAŞ DİKİLİTAŞ TA BARBAROSA YAKI ASANSÖRLÜ EŞYALI 2+1 80M2,90,2+1,24000,08-07-2023,Gayrettepe,Dikilitaş Mh.,Gayrettepe Dikilitaş Mh.,41
Ulus Panorama Sitesi 5+1 İçi Full YENİLENMİŞ 220m2 Ara Kat Daire,220,5+1,135000,08-07-2023,Levazım,Ulus Mah.,Levazım Ulus Mah.,41
ÇIRAĞANDA DENİZ MANZARALI FULL LÜX EŞYALI 2+1 KOMBİLİ DAİRE,110,2+1,37000,07-07-2023,Gayrettepe,Yıldız Mh.,Gayrettepe Yıldız Mh.,41
AKMERKEZ'E 5DK-OTOPARKLI-BOĞAZ MANZARALI-BOŞ(­Etiler-Bebek),129,3+1,36000,07-07-2023,Levazım,Nisbetiye Mh.,Levazım Nisbetiye Mh.,41
FİYAT DÜŞTÜ!!ADNAN SAYGUN CADDESİ 3+1 EŞYASIZ BOŞ BALKONSUZ,130,3+1,29000,07-07-2023,Levazım,Ulus Mah.,Levazım Ulus Mah.,41
"TEŞVİKİYE'DE A PLUS RESIDENCE'DA FULL EŞYALI, BALKONLU 1+1 DAİRE",140,1+1,80000,07-07-2023,Türkali,Vişnezade Mh.,Türkali Vişnezade Mh.,41
FDN'den Four Seasonsa Komşu Kiralık Bogaz Man 2+1 Eşyalı/Eşyasız,179,2+1,115000,10-07-2023,Gayrettepe,Yıldız Mh.,Gayrettepe Yıldız Mh.,41
,,,NA,2023-07-20,,NA,,41
Cengiz Emlak'tan Levent Nisbetiye'de Yenilenmiş 3+1 Daire,125,3+1,35000,10-07-2023,Levazım,Nisbetiye Mh.,Levazım Nisbetiye Mh.,41
"SİZE ÖZEL ETİLERDE,ASANSÖRL Ü,OTOPARKLI,ÇİFT BANYOLU 4+1 180m2",200,4+1,40000,10-07-2023,Etiler,NA,Etiler,41
Akatlar'da Site İçinde Kiralık 3+1 Daire!,125,3+1,30000,07-07-2023,Akatlar,Akat Mah.,Akatlar Akat Mah.,41
BEŞİKTAŞ Şair Nedim 1+1 FURNISHED APARTEMENT,85,1+1,25000,08-07-2023,Abbasağa,Sinanpaşa Mh.,Abbasağa Sinanpaşa Mh.,41
4.LEVENT METRO 5-6 DK 500M EŞYALI,58,1+1,25000,08-07-2023,Levent,Konaklar Mah.,Levent Konaklar Mah.,41
KÖKSAL AKYÜZ SemTeaM DEN ULUS TURİZM SİTESİNDE KİRALIK 3+1,130,3+1,27500,07-07-2023,Levazım,Kültür Mh.,Levazım Kültür Mh.,42
ORTAKÖY DEREBOYU CADDESİNDE 2+1 BAHÇELİ ÖZEL TASARIM DAİRE,85,2+1,30000,11-07-2023,Ortaköy,Ortaköy Mh.,Ortaköy Ortaköy Mh.,42
"Bebek Caddesi Üzerinde 5+1, Net 265 m2, Kiralık Daire & Ofis",290,5+1,275000,07-07-2023,Bebek,NA,Bebek,42
HER'O BROKER - ETİLER ALKENT SİTESİ'NDE BAKIMLI KUPON KİRALIK,187,3+1,105000,06-07-2023,Etiler,NA,Etiler,42
1+1 tadilatlı Kultur mahallesinde kiralık,55,1+1,23000,07-07-2023,Levazım,Kültür Mh.,Levazım Kültür Mh.,42
"Beşiktaş flat in nature, huge terrace with beautiful garden !",160,3.5+1,52000,07-07-2023,Gayrettepe,Yıldız Mh.,Gayrettepe Yıldız Mh.,42
ZEYTİNOĞLU CAD. İÇİ SIFIRLANMIŞ FULL EŞYALI 3+1 FIRSAT DAİRE 135,140,3+1,42000,06-07-2023,Akatlar,Akat Mah.,Akatlar Akat Mah.,42
METE'den Yabancıya Ulus Lotus Sitesi Kiralık Çatı Dubleks Daire,350,5+1,155000,11-07-2023,Levazım,Ulus Mah.,Levazım Ulus Mah.,42
,,,NA,2023-07-20,,NA,,42
ETİLER DE YENİ BİNADA KAPALI OTOPARKLI BAHÇELİ 1+1 60M2,60,1+1,50000,06-07-2023,Etiler,NA,Etiler,42
4 LEVENT METROYA 150 METRE EŞYALI 4+1 KİRALIK /// FURNISHED FLAT,130,4+1,32500,06-07-2023,Levent,Konaklar Mah.,Levent Konaklar Mah.,42
Spacious 3 Bedroom Apartment in Prime Location,130,3+1,38500,07-07-2023,Etiler,NA,Etiler,42
"KONUT REALTY | Çitlenbik Sokak'ta Teraslı, Garajlı, 3+1 Daire",170,3+1,52000,06-07-2023,Gayrettepe,Yıldız Mh.,Gayrettepe Yıldız Mh.,42
Etiler Akmerkez Karşısı İçi Full Yenilendi 170 M2 Kiralık Daire,180,3.5+1,55000,06-07-2023,Akatlar,Akat Mah.,Akatlar Akat Mah.,42
ORTAKÖY'DE CADDE ÜZERİ 2+1 BALKONLU 90 M2 ESYALI KİRALIK,105,2+1,19800,07-07-2023,Ortaköy,Mecidiye Mah.,Ortaköy Mecidiye Mah.,42
*BEŞİKTAŞ EMLAK*ZORLU CENTER PARALELİ 3+1 TAM DONANIM LI,160,3+1,40000,06-07-2023,Levazım,Levazım Mh.,Levazım Levazım Mh.,42
ABBASAĞADA 1+1 EŞYALI DAİRE,70,1+1,25000,06-07-2023,Abbasağa,Abbasağa Mh.,Abbasağa Abbasağa Mh.,42
ULUS YENI BUTIK SITEDE KIRALIK BAHCE DUBLEKS,350,5+1,300000,08-07-2023,Levazım,Ulus Mah.,Levazım Ulus Mah.,42
"BEBEK ,ETİLER ,BAHÇE KATI OTOPARKLI",80,2+1,30000,07-07-2023,Bebek,NA,Bebek,42
BUĞRA'DAN KOMBİLİ 2 ADET KAPALI TERASI OLAN KÖŞE FERAH 1+1 DAİRE,70,1+1,13500,09-07-2023,Gayrettepe,Dikilitaş Mh.,Gayrettepe Dikilitaş Mh.,42
ULUS VADİ KONUTLARI'NDA 6-12 KİRALAMAYA UYGUN 2+1 DAİRE,110,2+1,35000,06-07-2023,Levazım,Ulus Mah.,Levazım Ulus Mah.,42
ÇİMEN EMLAK TAN 2+1YENİ BİNADA KIRALIK FIRSAT DAİRE,110,2+1,18000,06-07-2023,Gayrettepe,Dikilitaş Mh.,Gayrettepe Dikilitaş Mh.,43
*BEŞİKTAŞ EMLAK*GAYRETTEPE İÇİ SIFIR GENİŞ 1+1,80,1+1,25000,06-07-2023,Gayrettepe,NA,Gayrettepe,43
Akatlar Necati Cumali Sokak 3+1 Kiralık Daire,100,3+1,15000,11-07-2023,Akatlar,Akat Mah.,Akatlar Akat Mah.,43
FULYA SİTESİ ARAKAT EBEVEYN BANYOLU 135m² 3+1 DAİRE,135,3+1,30000,06-07-2023,Gayrettepe,Dikilitaş Mh.,Gayrettepe Dikilitaş Mh.,43
Ali Obuz'dan 2.Ulus'ta Komple Yenilenmiş Geniş TeraslıÇatıDublex,200,4+1,57500,07-07-2023,Levazım,Nisbetiye Mh.,Levazım Nisbetiye Mh.,43
LEVENT'TE SİTE İÇİ AKMERKEZ YAKININDA 110 M2 NET,140,3+1,25000,06-07-2023,Levent,NA,Levent,43
2 ulus gazete muhabirlerinde dekorasyonlu daire,120,3+1,40000,10-07-2023,Levazım,Ulus Mah.,Levazım Ulus Mah.,43
Ali Obuz'dan Leventte Mobilyalı Villa Katı(kısa dönem uygundur),110,2+1,50000,06-07-2023,Levent,NA,Levent,43
,,,NA,2023-07-20,,NA,,43
Arslan emlaktan çok temiz girş kat. 2+1.eşyalı kiralık daire,95,2+1,14000,06-07-2023,Gayrettepe,Dikilitaş Mh.,Gayrettepe Dikilitaş Mh.,43
"EFOR'DAN,DENİZ MANZARALI,ÇİFT CEPHELİ,AÇIK MUTFAK,AYDINLIK DAİRE",75,2+1,17500,07-07-2023,Türkali,Türkali Mh.,Türkali Türkali Mh.,43
BEŞİKTAŞ BAHÇEŞEHİR ÜNİV.KUZEY KAMPÜS KARŞISI 3+1 20.000 TL,120,3+1,20000,08-07-2023,Abbasağa,Abbasağa Mh.,Abbasağa Abbasağa Mh.,43
Paylaşımlı oda,24,Stüdyo (1+0),5500,10-07-2023,Türkali,Vişnezade Mh.,Türkali Vişnezade Mh.,43
Beşiktaş 2+1 Full Esyalı Temiz Bakımlı Daire,85,2+1,28000,06-07-2023,Türkali,Muradiye Mah.,Türkali Muradiye Mah.,43
AKATLAR ZEYTİNOĞLU CAD ÜZERİNDE 3+1 ASANSÖRLÜ 130 m²,135,3+1,40000,09-07-2023,Akatlar,Akat Mah.,Akatlar Akat Mah.,43
METE'den Bebek Üstü Muhteşem Boğaz Ve Doğa Manzaralı Kiralık,180,3+1,170000,08-07-2023,Bebek,NA,Bebek,43
ÇIRAĞAN ASARİYE CADDESİ ÜZERİ 2+1 EŞYALI KİRALIK DAİRE,90,2+1,25000,06-07-2023,Gayrettepe,Yıldız Mh.,Gayrettepe Yıldız Mh.,43
BEŞİKTAŞ ÇIRAĞANDA EŞYALI TERASLI DENİZ MANZARALI,150,2+1,40000,06-07-2023,Gayrettepe,Yıldız Mh.,Gayrettepe Yıldız Mh.,43
"AKATLAR,DA ULTRA LÜX DEKORASYON LU MOBİLYALI DAİRE",110,2.5+1,50000,06-07-2023,Akatlar,Akat Mah.,Akatlar Akat Mah.,43
ORTAKÖY MERKEZ 5+1 ÇATI DUBLEKSİ MUHTEŞEM DAİRE,230,5+1,60000,06-07-2023,Ortaköy,Ortaköy Mh.,Ortaköy Ortaköy Mh.,43
BEŞİKTAŞ SERENCEBEY MANZARALI ASANSÖRLÜ DAİRE,150,2.5+1,42000,06-07-2023,Abbasağa,Cihannüma Mh.,Abbasağa Cihannüma Mh.,43
ORTAKÖY'DE MÜSTAKİL OTOPARKLI TERASLI YENİ BİNA 450M2,450,5+1,200000,07-07-2023,Ortaköy,Ortaköy Mh.,Ortaköy Ortaköy Mh.,44
Nice layout large terasse duplex for rent,200,4+1,96000,06-07-2023,Levazım,Nisbetiye Mh.,Levazım Nisbetiye Mh.,44
Arnavutköy Kuruçeşme Kiralık Müstakil Bahçeli Çok Keyifli,100,2+1,25000,06-07-2023,Arnavutköy,Arnavutköy Mh.,Arnavutköy Arnavutköy Mh.,44
"METE'den Ortaköy'de 3 Katlı,255m2,Ultra Lüks,Kiralık Müstakil",255,4+1,60000,10-07-2023,Ortaköy,Ortaköy Mh.,Ortaköy Ortaköy Mh.,44
"ORTAKÖYDE MÖBLELİ DAİRE 2+1,",85,2+1,22500,06-07-2023,Ortaköy,Mecidiye Mah.,Ortaköy Mecidiye Mah.,44
BEŞİKTAŞ MEYDAN'DA 4+2 GENİŞ TERASLI KİRALIK DUBLEX DAİRE,175,4+2,40000,06-07-2023,Abbasağa,Cihannüma Mh.,Abbasağa Cihannüma Mh.,44
EGZ'DEN ÖZEL TASARIM SIFIR EŞYALI 1+1 KİRALIK DAİRE,65,1+1,25000,10-07-2023,Levent,NA,Levent,44
Beşiktaş abbasağa 3+1 kiralık oda ev arkadaşı,130,3+1,8500,10-07-2023,Abbasağa,Abbasağa Mh.,Abbasağa Abbasağa Mh.,44
ULUS ORTAKÖY ARASI GÜRCÜKIZI KONAKLARI YANINDA 2+1 EŞYALI,115,2+1,35000,11-07-2023,Ortaköy,Ortaköy Mh.,Ortaköy Ortaköy Mh.,44
ETİLER'DE ELİT SİTEDE ŞIK KİRALIK DAİRE,190,3+1,110000,07-07-2023,Etiler,NA,Etiler,44
BEŞİKTAŞ'ta DUBLEX 2+1 EŞYALI KİRALIK DAİRE,75,2+1,38000,05-07-2023,Türkali,Muradiye Mah.,Türkali Muradiye Mah.,44
Levazım Korukent sitesin'de 4+1 Deniz Manzaralı Kiralık Daire,200,4+1,45000,05-07-2023,Levazım,Levazım Mh.,Levazım Levazım Mh.,44
Eşyalı Kiralık,120,2.5+1,18000,05-07-2023,Türkali,Türkali Mh.,Türkali Türkali Mh.,44
Modern Furnished Residence for Rent in Beşiktaş Maçka Residence,140,1+1,95000,05-07-2023,Türkali,Vişnezade Mh.,Türkali Vişnezade Mh.,44
ETİLER ALKENT SİTESİNDE ŞIK 3+1 FULL MOBİLYALI KİRALIK DAİRE,187,3+1,120000,07-07-2023,Etiler,NA,Etiler,44
Etiler'de Az Katlı Metro Yakını Yapılı Kiralık Daire,130,3+1,30000,07-07-2023,Etiler,NA,Etiler,44
ULUS SAVOY COK KEYIFLI ARAKAT,165,3.5+1,135000,05-07-2023,Levazım,Ulus Mah.,Levazım Ulus Mah.,44
Gazete Muhabirleri Sitesi Akmerkez yanı lüks eşyalı 3+1,160,3+1,39500,05-07-2023,Levazım,Ulus Mah.,Levazım Ulus Mah.,44
"Selenium Twins' te KİRALIK 3,5+1",235,3.5+1,90000,05-07-2023,Gayrettepe,Dikilitaş Mh.,Gayrettepe Dikilitaş Mh.,44
SAM Ulus Adnan Saygun Caddesi Otoparklı 6+2 Çatı Dubleksi Daire,290,6+2,105000,05-07-2023,Levazım,Ulus Mah.,Levazım Ulus Mah.,44
İSTANBUL'UN EN NEZİH SEMTİ TEMİZ TAŞINMAYA HAZIR DAİRE 2+1,102,2+1,18000,05-07-2023,Levazım,Ulus Mah.,Levazım Ulus Mah.,45
ETİLER'DE SIFIR OTOPARKLI BİNADA 3+1 145 M2 BAHÇELİ KİRALIK,145,3+1,70000,05-07-2023,Etiler,NA,Etiler,45
ETİLERDE KİRALIK DAİRE,170,3+1,42000,05-07-2023,Etiler,NA,Etiler,45
"ETİLER SARIKONAKLAR SİTESİ 300 M2 , ÇATI DUBLEKSİ, GÜNCEL İLAN",300,4+1,140000,06-07-2023,Etiler,NA,Etiler,45
BEŞİKTAŞ BARBAROS BULVARI PARALELİNDE GENİŞ 2+1 KİRALIK DAİRE,140,2+1,29500,05-07-2023,Gayrettepe,Dikilitaş Mh.,Gayrettepe Dikilitaş Mh.,45
ELİT'TEN MERKEZDE OTOPARKLITEMİZ YENİ EŞYALI 2+1 KİRALIK,95,2+1,24500,05-07-2023,Gayrettepe,Dikilitaş Mh.,Gayrettepe Dikilitaş Mh.,45
ETİLERDE SIFIR BİNADA 3+1 BAHÇELİ OTOPARKLI DÜZ GİRİŞ DAİRE,150,3+1,70000,05-07-2023,Etiler,NA,Etiler,45
İSTANBUL BEŞİKTAŞ NİSBETİYE'DE EŞYALI KİRALIK DAİRE,95,2+1,26000,05-07-2023,Etiler,NA,Etiler,45
"GAYRETTEPE MERKEZDE,135M, BAKIMLI, 3+1,OTOPARKLI YÜKSEK GİRİŞ,",135,3+1,20000,06-07-2023,Gayrettepe,NA,Gayrettepe,45
2.ULUS MERKEZDE FULL MÖBLELİ 110 M2 OTOPARKLI DAİRE,110,3+1,45000,05-07-2023,Levazım,Ulus Mah.,Levazım Ulus Mah.,45
"Beşiktaş Merkez de Fatura, Aidat Yok, Mobilyalı 1+1",60,1+1,20000,05-07-2023,Gayrettepe,Yıldız Mh.,Gayrettepe Yıldız Mh.,45
TELEVİ'DEN HÜSREVGEREDE'DE 3+1 DENİZ GÖREN MASRAFSIZ DAİRE,120,3+1,30000,05-07-2023,Türkali,Vişnezade Mh.,Türkali Vişnezade Mh.,45
Türksan Sitesinde Eşyalı Kiralık 2+1 Daire,90,2+1,30000,05-07-2023,Levazım,Kültür Mh.,Levazım Kültür Mh.,45
BJK Aksu Dikilitaş Asansör Barbekü kısmi eşyalı 3+1 Daire,150,3+1,27000,05-07-2023,Gayrettepe,Dikilitaş Mh.,Gayrettepe Dikilitaş Mh.,45
Fully Furnished Flat for Rent Swimming Pool in Luxury Complex,200,4+1,75000,05-07-2023,Levazım,Nisbetiye Mh.,Levazım Nisbetiye Mh.,45
Yeni Binada Muhteşem Boğaz Manzaralı Teraslı Full Eşyalı 1+1,45,1+1,28000,05-07-2023,Abbasağa,Abbasağa Mh.,Abbasağa Abbasağa Mh.,45
ev arkadaşı açıklamayı okuyun lütfen,90,2+1,5000,05-07-2023,Türkali,Türkali Mh.,Türkali Türkali Mh.,45
ULUS PANORAMA SİTESİNDE YENİLENMİŞ 5+1 220 M2 HAVUZ MANZARALI,220,5+1,135000,06-07-2023,Levazım,Ulus Mah.,Levazım Ulus Mah.,45
METE'den TEK YETKİLİ Ulus Noterler Sitesi 3+1 Bahçe Dublex Daire,165,3+1,60000,11-07-2023,Levazım,Ulus Mah.,Levazım Ulus Mah.,45
ETİLER AKMERKEZ KARŞISI MOBİLYALI OTOPARKLI 2+1 LÜKS DAİRE,100,2+1,40000,05-07-2023,Akatlar,Akat Mah.,Akatlar Akat Mah.,45
TERAS SEYİRLİ 3+1 MUHTEŞEM MANZARA,160,3.5+1,36000,05-07-2023,Gayrettepe,NA,Gayrettepe,46
Beşiktaş Barbaros Bulvarı'nda Kiralık Ofis/Büro,180,5+1,39500,06-07-2023,Gayrettepe,NA,Gayrettepe,46
BEŞİKTAŞ BARBAROS BULVARINDA KİRALIK DAİRE,110,2+1,24000,05-07-2023,Gayrettepe,Dikilitaş Mh.,Gayrettepe Dikilitaş Mh.,46
BEŞİKTAŞ'TA ERKEK ÖĞRENCİ ÇALıŞAN HER ŞEY DAHİL9009₺ EŞYALI ODA,60,3+1,9000,05-07-2023,Abbasağa,Sinanpaşa Mh.,Abbasağa Sinanpaşa Mh.,46
VISNEZADE MAHALLESİNDE KİRALIK 1+1 BAHÇE KULLANIMLI DAİRE,55,1+1,14000,05-07-2023,Türkali,Vişnezade Mh.,Türkali Vişnezade Mh.,46
"Sadece Kadınlara (çalışan ve öğrenci) için oda, her şey dahil",170,10 Üzeri,6000,05-07-2023,Gayrettepe,NA,Gayrettepe,46
BEBEKÖY MAC KARŞISI MUHTEŞEM BOĞAZ MANZARALI 3+1 EŞYALI KİRALIK,180,3+1,150000,06-07-2023,Etiler,NA,Etiler,46
,,,NA,2023-07-20,,NA,,46
AKMERKEZ YAKINI / HEMEN TAŞININ / 3+1 / **MOBİLYALI** KİRALIK,130,3+1,37500,05-07-2023,Levazım,Nisbetiye Mh.,Levazım Nisbetiye Mh.,46
Etiler de 140 m2 3 oda salon asansörlü 2.kat kombili köşe daire,150,3+1,35000,06-07-2023,Etiler,NA,Etiler,46
LEVENT KANYON AVM YANI SIFIR EŞYALI 1+1 KİRALIK DAİRE,65,1+1,25000,10-07-2023,Levent,NA,Levent,46
Levazım Sitesinde Eşyalı 2+1 Kiralık Daire,90,2+1,24000,05-07-2023,Levazım,Levazım Mh.,Levazım Levazım Mh.,46
Beşiktaş Gayrettepe Metroya Yakın 3+1 Yenilenmiş Daire,120,3+1,26000,05-07-2023,Gayrettepe,NA,Gayrettepe,46
"TELEVİ'DEN ÇİFTÇİ TOWER DEKORLU A TİPİ YÜKSEK KAT 3,5+1KİRALIK",350,3.5+1,225000,05-07-2023,Levazım,Nisbetiye Mh.,Levazım Nisbetiye Mh.,46
Levazım Sitesi'nde Balkonlu Çok Ferah Kiralık Daire,150,3+1,40000,06-07-2023,Levazım,Levazım Mh.,Levazım Levazım Mh.,46
Ulus Savoy da Kiralık 3+1 Geniş 185m2 Daire,185,3+1,160000,06-07-2023,Levazım,Ulus Mah.,Levazım Ulus Mah.,46
NÜANS'TAN ORTAKÖY'DE EŞYALI DENİZ MANZARALI ÇATI KATI 1+1 DAİRE,50,1+1,20000,05-07-2023,Ortaköy,Ortaköy Mh.,Ortaköy Ortaköy Mh.,46
BEŞİKTAŞ MERKEZDE ÇİMEN EMLAK TAN KİRALIK1+1 EŞYALI FIRSAT,85,1+1,11000,06-07-2023,Türkali,Vişnezade Mh.,Türkali Vişnezade Mh.,46
HER'O BROKER - AKATLAR'DA ANA CADDEDE ÇOK AYDINLIK KİRALIK DAİRE,175,3+1,52500,04-07-2023,Akatlar,Akat Mah.,Akatlar Akat Mah.,46
Bebek'te 3 yatak odalı Kiralık Daire,145,3+1,124000,04-07-2023,Bebek,NA,Bebek,46
KONAK EMLAK İSTANBUL ÜNİVERSİTESİ YANI 2+1 ARAKAT OTOPARK,130,2+1,27000,05-07-2023,Türkali,Vişnezade Mh.,Türkali Vişnezade Mh.,46
ULUSTA KONUTA OFİSE 90 M2 2+1 BAHÇE KULLANIMLI,93,2+1,40000,04-07-2023,Levazım,Nisbetiye Mh.,Levazım Nisbetiye Mh.,47
__BAYRAKTAR'DAN MAÇKADA 2+1 90M2 ASANSÖRLÜ OTOPARKLI TEMİZ FERAH,100,2+1,27500,05-07-2023,Türkali,Vişnezade Mh.,Türkali Vişnezade Mh.,47
PV BROKERS ULUS SAVOY DEKORASYONLU BAHCE DUBLEKSİ,255,4.5+1,330000,05-07-2023,Levazım,Ulus Mah.,Levazım Ulus Mah.,47
EŞYALI 2+1 85 m2 2 KAT,90,2+1,19000,06-07-2023,Türkali,Vişnezade Mh.,Türkali Vişnezade Mh.,47
Etiler'de Eşyalı 3+1 Ferah Daire,130,3+1,38500,06-07-2023,Etiler,NA,Etiler,47
Cengiz Emlak'tan Zorlu Center Yanı Bakımlı Taşınmaya Hazır 3+1,160,3+1,50000,06-07-2023,Levazım,Levazım Mh.,Levazım Levazım Mh.,47
NOVA'DA YENİ BİNADA FUL EŞYALI 2+1 85m2 KİRALIK DAİRE.,90,2+1,20000,04-07-2023,Türkali,Türkali Mh.,Türkali Türkali Mh.,47
Beşiktaş Yıldız'da süper lokasyonda temiz daire!,95,2+1,29000,04-07-2023,Gayrettepe,Yıldız Mh.,Gayrettepe Yıldız Mh.,47
ABBASAĞA DA KİRALIK 2+1 DAİRE,90,2+1,20000,06-07-2023,Abbasağa,Cihannüma Mh.,Abbasağa Cihannüma Mh.,47
Muhteşem manzaralı 4.levent konaklarda 3+1,150,3+1,35000,04-07-2023,Levent,Konaklar Mah.,Levent Konaklar Mah.,47
DEMİRTAŞ GAYRİMENKULDEN 2+1 90M2 FULL EŞYALI,90,2+1,18000,07-07-2023,Ortaköy,Mecidiye Mah.,Ortaköy Mecidiye Mah.,47
Etiler Akatlar merkezi konumda bakımlı mobilyalı veya boş,125,2+1,25000,06-07-2023,Akatlar,Akat Mah.,Akatlar Akat Mah.,47
BEBEK TANOVA SİTESİNDE 3+1 205m2 EŞSİZ MANZARALI BAKIMLI DAİRE,205,3+1,200000,04-07-2023,Bebek,NA,Bebek,47
Ulus Ana Cadde Üzeri Eşyalı/Eşyasız Boğaz Manzaralı 4.5+1 Dublex,400,4.5+1,390000,06-07-2023,Levazım,Ulus Mah.,Levazım Ulus Mah.,47
Ulus Gazete Muhabirleri Sit. 3+1 Bakımlı Kiralık Daire,130,3+1,32500,04-07-2023,Levazım,Kültür Mh.,Levazım Kültür Mh.,47
